Artist,Birth,Death,Age,Alive?,Art Title,DoC,Currency,price,low_estimate,high_estimate,Sold,Est Accuracy,Dimentions,close date,Auction Title,relPop,relPopEarly,relPopChange,closeMonth,closeYear
winslow homer ,1836,1910,74,0,The Boat Builders,0,USD,701000.0,250000.0,350000.0,1,1,(24.1 x 33 cm.),22,AMERICAN ART,,,,05,14
irving penn ,1917,2009,92,0,"Chanel Sequined Suit, New York, 1947",0,USD,22500.0,20000.0,30000.0,1,0,(37.5 x 38.6cm.),05,PHOTOGRAPHS,,,,10,12
gerald laing ,1936,2011,75,0,Conception,1977,USD,0.0,62500.0,87500.0,0,-1,0,23,MODERN BRITISH AND IRISH ART DAY SALE,,,,03,22
günther förg ,1952,2013,61,0,Untitled,1991,USD,140625.0,125000.0,187500.0,1,0,(90 x 60cm.),13,POST-WAR AND CONTEMPORARY ART DAY SALE,,,,02,20
georges braque ,1882,1963,81,0,Oiseaux,0,USD,16250.0,3000.0,5000.0,1,1,(343 x 435 mm.),06,Modern Edition,,,,11,18
kenneth armitage,1916,2002,86,0,Seated Figure,1953,USD,21875.0,25000.0,37500.0,1,-1,0,21,MODERN BRITISH AND IRISH ART DAY SALE,,,,10,21
camille pissarro ,1830,1903,73,0,La ronde,1892,USD,659062.5,187500.0,250000.0,1,1,(64.8 x 81 cm.),19,IMPRESSIONIST AND MODERN WORKS ON PAPER,,,,06,19
jackson pollock ,1912,1956,44,0,Untitled,0,USD,3525000.0,1800000.0,2200000.0,1,1,(47.6 x 63.1 cm.),13,POST-WAR AND CONTEMPORARY ART EVENING SALE,,,,05,15
pablo picasso ,1881,1973,92,0,Visage no. 111 (A.R. 476),1963,USD,16250.0,5000.0,7500.0,1,1,0,02,Picasso Ceramics - Online,,,,03,18
maximilien luce ,1858,1941,83,0,La boucle de la Seine près d'Herblay,1894,USD,32500.0,20000.0,30000.0,1,1,(21.2 x 27.1 cm.),06,IMPRESSIONIST & MODERN DAY SALE,,,,11,14
eugène dodeigne ,1923,2015,92,0,Femme assise,0,USD,5906.25,3150.0,5250.0,1,1,0,06,Vente en ligne d'Art Contemporain,,,,12,21
gustave loiseau ,1865,1935,70,0,L’avant port de Fécamp (Normandie),1920,USD,37500.0,25000.0,35000.0,1,1,(46.3 x 55.1 cm. ),14,IMPRESSIONIST AND MODERN ART DAY SALE,,,,11,17
george grosz ,1893,1959,66,0,Die Schwester von Borsig,1923,USD,46875.0,37500.0,62500.0,1,0,(46.1 x 31.2 cm.),19,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,06,13
pablo picasso ,1881,1973,92,0,Nature morte (A.R. 219),1953,USD,20312.5,7500.0,10000.0,1,1,0,22,Picasso Ceramics Online,,,,09,21
alan uglow ,1941,2011,70,0,Untitled,2002,USD,4000.0,1000.0,2000.0,1,1,(29.5 x 60.6 cm.),25,FORMS IN COLOR,,,,07,14
jan sluijters ,1881,1957,76,0,Woman on the beach,0,USD,9843.75,5250.0,7350.0,1,1,0,17,MODERN ART,,,,06,14
emil nolde ,1867,1956,89,0,Blaue Iris und Sommerblumen,0,USD,213125.0,125000.0,187500.0,1,1,(34.6 x 47 cm.),25,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,06,14
eduardo chillida ,1924,2002,78,0,Locmariaquer IV,1989,USD,482343.75,375000.0,500000.0,1,0,(40.5 x 32 x 28.7cm.),25,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,,,,06,13
prunella clough ,1919,1999,80,0,Stack,1992,USD,2187.5,1250.0,1875.0,1,1,(29.9 x 21.5 cm.),24,Modern/British Art Online,,,,11,17
pablo picasso ,1881,1973,92,0,"Peintre, Modèle et Spectateur, from Séries 347",0,USD,3500.0,3000.0,5000.0,1,0,(122 x 90 mm.),07,Modern Edition,,,,12,17
jan voerman ,1857,1941,84,0,Roode Oost Indische kers,0,USD,19687.5,8400.0,12600.0,1,1,0,09,MODERN ART,,,,06,15
ernest lawson ,1873,1939,66,0,Harlem River,0,USD,200000.0,150000.0,250000.0,1,0,(101 x 126.4 cm.),22,AMERICAN ART,,,,05,19
kazuo shiraga ,1924,2008,84,0,Chizosei Shomenko,0,USD,656250.0,420000.0,630000.0,1,1,(63 3/8 x 51 1/8 in.),04,ART CONTEMPORAIN,,,,12,12
guillermo kuitca ,1961,0,61,1,Shit Disposal House Plan,1990,USD,21000.0,31500.0,42000.0,1,-1,0,18,Post-War & Contemporary Art: Amsterdam,,,,06,20
pablo picasso ,1881,1973,92,0,Avant la pique,0,USD,216250.0,150000.0,225000.0,1,0,(27.2 x 38.4 cm.),01,IMPRESSIONIST AND MODERN WORKS ON PAPER,,,,03,17
antonio saura ,1930,1998,68,0,Accumulation,1962,USD,54687.5,50000.0,75000.0,1,0,(62.3 x 90cm.),26,POST-WAR AND CONTEMPORARY ART DAY AUCTION,,,,06,13
francis joseph bruguiere ,1879,1945,66,0,"Untitled (Cut Paper Abstraction), 1925-1930",0,USD,22312.5,15750.0,21000.0,1,1,(7 ¼ x 9 3/8 in.),20,COLLECTION SHALOM SHPILMAN VENDUE AU PROFIT DU SHPILMAN INSTITUTE FOR PHOTOGRAPHY,,,,11,15
man ray ,1890,1976,86,0,"Sans titre, rayogramme, vers 1966",0,USD,19687.5,15750.0,21000.0,1,0,(11 5/8 x 9 in.),10,PHOTOGRAPHIES,,,,11,17
andy warhol ,1928,1987,59,0,Self-Portrait,1978,USD,4167500.0,2000000.0,4000000.0,1,1,(101.6 x 101.6 cm.),17,POST-WAR AND CONTEMPORARY ART EVENING SALE,,,,05,17
albert lebourg ,1849,1928,79,0,"Rouen, la Seine et le Pré aux loups",0,USD,13125.0,10500.0,15750.0,1,0,0,18,ART MODERNE,,,,10,19
victor pasmore,1908,1998,90,0,Points of Contact,0,USD,17187.5,18750.0,31250.0,1,-1,(74.2 x 74.2 cm.),11,MODERN BRITISH ART DAY SALE,,,,07,13
pablo picasso ,1881,1973,92,0,"Femme nue couronnée de Fleurs, from: Suite Vollard (Bloch 134; Baer 192)",0,USD,6562.5,2500.0,3750.0,1,1,0,20,PRINTS & MULTIPLES INCLUDING AN IMPORTANT COLLECTION BY HENRY MOORE,,,,09,12
edgar degas ,1834,1917,83,0,Cheval faisant une descente de main,0,USD,552500.0,300000.0,500000.0,1,1,0,12,IMPRESSIONIST AND MODERN ART DAY SALE,,,,11,18
william aiken walker ,1838,1921,83,0,"Ponce de Leon Inlet Lighthouse, Daytona Beach, Florida",1895,USD,16250.0,8000.0,12000.0,1,1,(15.24 x 31.1 cm.),20,American Art Online,,,,11,18
michel parmentier ,1938,2000,62,0,20 janvier 1994,1994,USD,85312.5,31500.0,52500.0,1,1,0,04,POST-WAR AND CONTEMPORARY ART VENTE DU JOUR,,,,12,19
katherine bradford ,1942,0,80,1,"Independence Day, 3",2015,USD,15000.0,10000.0,15000.0,1,1,(83.8 x 71.1 cm.),12,Virtue,,,,06,20
theodoros stamos ,1922,1997,75,0,Infinity Field (Lefkata Series),1973,USD,9375.0,5000.0,7000.0,1,1,(76.8 x 56.5 cm.),18,First Open | Online,,,,12,19
henri matisse ,1869,1954,85,0,Jeune femme aux yeux noirs fixant un aquarium,0,USD,32500.0,6000.0,8000.0,1,1,(89 x 124 mm.),01,Matisse on Paper: Prints and Drawings from the Estate of Jacquelyn Miller Matisse,,,,03,19
howard hodgkin ,1932,2017,85,0,In an Empty Room,0,USD,6250.0,5000.0,7500.0,1,0,0,12,Feelings in Colour: The Graphic Art of Howard Hodgkin,,,,04,19
quirijn van tiel ,1900,1967,67,0,Groslejac,1959,USD,1968.75,1890.0,2310.0,1,0,0,07,MODERN ART,,,,06,16
zoran antonio music ,1909,2005,96,0,Pierres et buissons,0,USD,24937.5,26250.0,36750.0,1,-1,0,06,Reborn: Modern and Contemporary,,,,05,21
imi knoebel ,1940,0,82,1,Cementi (Parkett 32),0,USD,1093.75,1250.0,1875.0,1,-1,0,26,PARKETT: FIRST FIFTY EDITIONS 1984-1997,,,,09,13
cecily brown ,1969,0,53,1,Girl Trouble,1999,USD,1852883.75,1750000.0,2250000.0,1,0,(254 x 279.7cm.),12,POST-WAR AND CONTEMPORARY ART EVENING SALE,,,,02,20
joan miró ,1893,1983,90,0,"Plate 8, from Oda a Joan Miró",0,USD,15000.0,3000.0,5000.0,1,1,(878 x 610 mm.),19,Modern Edition,,,,11,20
michael raedecker ,1963,0,59,1,Untitled (from the Series Do You Love Me?),1995,USD,21000.0,21000.0,31500.0,1,-1,0,21,POST-WAR AND CONTEMPORARY ART,,,,04,16
shio kusaka ,1972,0,50,1,(white 120),2013,USD,7500.0,3000.0,5000.0,1,1,(14 x 11.1 x 11.1 cm.),16,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION,,,,05,19
samuel john lamorna birch ,1869,1955,86,0,A peaceful brook,0,USD,3437.5,2500.0,3750.0,1,0,(45.8 x 61 cm.),20,"VICTORIAN, BRITISH AND IMPRESSIONIST ART",,,,06,13
andrew wyeth ,1917,2009,92,0,Tracks,1999,USD,300000.0,250000.0,350000.0,1,0,(54.6 x 99.7 cm.),18,AMERICAN ART,,,,11,21
jean fautrier ,1898,1964,66,0,Sans titre,0,USD,2100.0,840.0,1260.0,1,1,(18 3/8 x 27¾ in.),29,COLLECTION WILLEM PEPPLER,,,,10,14
sir matthew smith ,1879,1959,80,0,Flowers in a jug,0,USD,3125.0,2500.0,3750.0,1,0,(54 x 42.6 cm.),16,MODERN BRITISH AND IRISH ART,,,,10,13
andré derain ,1880,1954,74,0,Paysage à Cassis,1907,USD,1470000.0,1200000.0,1800000.0,1,0,(54.2 x 65.1 cm.),11,20TH CENTURY EVENING SALE,,,,11,21
irving penn ,1917,2009,92,0,"Nude No.67, Nude No.72, Nude No.70, New York, 1949-50",0,USD,64575.0,52500.0,73500.0,1,0,(13½ x 14 7/8 in.),01,"PHOTOGRAPHS, ICONS & STYLE",,,,07,14
ellsworth kelly ,1923,0,99,1,Untitled,1964,USD,18750.0,6000.0,8000.0,1,1,(13.9 x 16.1 cm.),13,ANDY WARHOL 10 X 10,,,,11,14
lucio fontana ,1899,1968,69,0,Portrait d'Antonin Artaud by Otto Hahn (Deluxe Edition),0,USD,7875.0,6300.0,8400.0,1,0,(scultura in legno),10,Mapping Modern and Contemporary Art,,,,02,21
elisa sighicelli ,1968,0,54,1,Iceland: Kitchen,2001,USD,8750.0,6000.0,8000.0,1,1,(123.2 x 123.2 x 3.8 cm.),18,POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION,,,,05,18
utagawa hiroshige ,1797,1858,61,0,,0,USD,36750.0,8400.0,10500.0,1,1,(14 ½ x 9 ¾ in.),15,JAPONISME,,,,11,18
jean dubuffet ,1901,1985,84,0,Paysage urbain,1974,USD,34125.0,15750.0,21000.0,1,1,0,05,POST WAR & CONTEMPORARY ART,,,,12,20
edward simmons ,1852,1932,80,0,Dressing,0,USD,30000.0,25000.0,35000.0,1,0,(60.9 x 45.7 cm.),22,AMERICAN ART,,,,09,15
marc chagall ,1887,1985,98,0,"Daphnis et Lycénion, from: Daphnis and Chloé",0,USD,25000.0,10000.0,15000.0,1,1,0,01,Modern Edition: Works on Paper and Prints,,,,07,20
massimo vitali ,1944,0,78,1,Cagliari senza donna (Cagliari Without a Woman),1995,USD,10937.5,10000.0,15000.0,1,0,(121 x 150cm.),19,First Open | Online,,,,09,19
jean fautrier ,1898,1964,66,0,Untitled,1958,USD,125000.0,50000.0,75000.0,1,1,(27 x 35cm.),07,POST-WAR AND CONTEMPORARY ART DAY AUCTION,,,,03,18
james ensor ,1860,1949,89,0,"La Musique rue de Flandre (Music in the rue de Flandre, Ostend) (D. 81; Cr., T., E. 83)",0,USD,3437.5,1250.0,1875.0,1,1,0,19,JAMES ENSOR PRINTS: THE MIRA JACOB COLLECTION,,,,03,14
agostino bonalumi ,1935,0,87,1,Rosso (Red),1971,USD,70875.0,42000.0,63000.0,1,1,0,21,POST-WAR AND CONTEMPORARY ART,,,,04,16
cy twombly ,1928,2011,83,0,"No. II, from Natural History Part I: Mushrooms",1974,USD,6615.0,6300.0,8400.0,1,0,0,26,20th/21st Century: Amsterdam,,,,04,22
alfred fontville de bréanski ,1877,1957,80,0,In the West Highlands,0,USD,4375.0,3750.0,6250.0,1,0,(50.8 x 76.2 cm.),23,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,03,16
piero dorazio ,1927,2005,78,0,Salisana,0,USD,4200.0,2100.0,3150.0,1,1,0,06,Reborn: Modern and Contemporary,,,,05,21
renato meziat ,1952,0,70,1,Vase With Yellow Flowers,2001,USD,5000.0,4000.0,6000.0,1,0,(100 x 80 cm.),04,Latin American Art Online,,,,08,20
per kirkeby ,1938,2018,80,0,Gegen Abend I (Towards Evening I),1984,USD,236250.0,84000.0,126000.0,1,1,0,26,POST-WAR & CONTEMPORARY ART,,,,11,19
eugène boudin ,1824,1898,74,0,Crinolines et cabines sur la plage de Trouville,0,USD,74655.0,21000.0,31500.0,1,1,(6 1/8 x 10½ in.),03,ART IMPRESSIONNISTE ET MODERNE,,,,12,13
andy warhol ,1928,1987,59,0,Artist's Materials and Camera,1982,USD,6250.0,3000.0,5000.0,1,1,(10.8 x 8.9 cm.),15,First Open | Online,,,,12,20
anne estelle rice ,1875,1959,84,0,High Tide at Millbank,0,USD,17187.5,10000.0,15000.0,1,1,(40.8 x 50.7 cm.),11,MODERN BRITISH AND IRISH ART,,,,07,13
henry taylor ,1958,0,64,1,Untitled,0,USD,156250.0,35000.0,45000.0,1,1,(103.5 x 66.4 cm.),09,POST-WAR TO PRESENT,,,,03,21
james ensor ,1860,1949,89,0,Diables turlupinant un religieux,1940,USD,108675.0,84000.0,126000.0,1,0,0,16,MODERN ART,,,,12,14
diane arbus ,1923,1971,48,0,"Jayne Mansfield Climber-Ottaviano, Actress, with her daughter Jayne Marie, L.A., California, 1965",0,USD,8662.5,3750.0,6250.0,1,1,(36 x 36cm.),09,First Open: Post-War and Contemporary Art Online,,,,03,22
pablo picasso ,1881,1973,92,0,Nu couché,0,USD,234675.0,189000.0,262500.0,1,0,0,31,OEUVRES MODERNES SUR PAPIER,,,,03,16
johannes theodorus toorop ,1858,1928,70,0,Vloed,1891,USD,713475.0,262500.0,367500.0,1,1,0,23,ART IMPRESSIONNISTE ET MODERNE,,,,03,18
"bochius, joannes",1555,1609,54,0,,1592,USD,7500.0,6000.0,9000.0,1,0,(378 x 250 mm),20,THE COLLECTION OF ARTHUR & CHARLOTTE VERSHBOW PART THREE: THE BAROQUE AND ROCOCO PERIODS,,,,06,13
lucio fontana ,1899,1968,69,0,"Concetto spaziale, Teatrino",1965,USD,933125.0,625000.0,1000000.0,1,0,(153.8 x 153.8cm.),16,THE ITALIAN SALE,,,,10,15
bernard buffet ,1928,1999,71,0,Iris et ombelles dans un vase,1963,USD,43750.0,25000.0,35000.0,1,1,(65.6 x 50.2 cm.),15,Impressionist and Modern Art Online,,,,07,20
günther förg ,1952,2013,61,0,Untitled,1988,USD,205625.0,75000.0,100000.0,1,1,(69.7 x 55cm.),14,A VISUAL ODYSSEY SELECTIONS FROM LAC (LAMBERT ART COLLECTION) STAGED BY JACQUES GRANGE,,,,10,15
stuart davis ,1892,1964,72,0,The Tug Boat,1922,USD,279750.0,250000.0,350000.0,1,0,(30.5 x 40.6 cm.),23,AMERICAN ART,,,,05,13
joan miró ,1893,1983,90,0,Les essencies de la terra,0,USD,20312.5,15000.0,22500.0,1,0,(49.8 x 35.7 cm.),06,IMPRESSIONIST AND MODERN WORKS ON PAPER,,,,02,20
willem hussem ,1900,1974,74,0,Untitled,1960,USD,7875.0,3150.0,5250.0,1,1,0,13,MODERN ART,,,,12,16
horatio henry couldery ,1832,1893,61,0,Visiting time,0,USD,14062.5,3750.0,6250.0,1,1,(76.8 x 64.8 cm.),13,VICTORIAN & BRITISH IMPRESSIONIST ART,,,,03,13
alexander calder ,1898,1976,78,0,Charming,1974,USD,118750.0,30000.0,50000.0,1,1,(73.6 x 109.2 cm.),22,FIRST OPEN/ NYC,,,,07,15
marc chagall ,1887,1985,98,0,Le Cirque: one plate,0,USD,47500.0,25000.0,35000.0,1,1,(425 x 324 mm.),01,Marc Chagall: Le Cirque,,,,03,18
émile bernard ,1868,1941,73,0,Nature morte aux fruits,1894,USD,32812.5,31500.0,52500.0,1,0,0,23,ART IMPRESSIONNISTE ET MODERNE,,,,03,18
clarence holbrook carter ,1904,2000,96,0,Construction,0,USD,50000.0,50000.0,70000.0,1,-1,(45.7 x 30.5 cm.),19,AMERICAN ART,,,,11,14
andy warhol ,1928,1987,59,0,"Queen Elizabeth II, from: Reigning Queens (Royal Edition)",0,USD,250000.0,125000.0,187500.0,1,1,0,22,Prints & Multiples: Modern to Pop,,,,09,20
frederic remington ,1861,1909,48,0,Pretty Mother of the Night--White Otter is No Longer a Boy,0,USD,2345000.0,1200000.0,1800000.0,1,1,(68.6 x 101.6 cm.),21,VISIONS OF THE WEST: AMERICAN PAINTINGS FROM THE WILLIAM I. KOCH COLLECTION,,,,05,15
clyde aspevig ,1951,0,71,1,Mesa Vista Moon Rise,2010,USD,62500.0,60000.0,80000.0,1,0,(127 x 182.8 cm.),28,THE LEGEND OF THE WEST: ICONIC WORKS FROM THE T. BOONE PICKENS COLLECTION,,,,10,20
a. r. penck ,1939,2017,78,0,Untitled,1981,USD,234375.0,125000.0,187500.0,1,1,(142.5 x 144cm.),26,POST-WAR AND CONTEMPORARY ART DAY AUCTION,,,,06,19
robert therrien ,1947,0,75,1,Untitled (Red Arch),1985,USD,68750.0,25000.0,35000.0,1,1,(141.9 x 101.6 cm.),13,POST-WAR AND CONTEMPORARY AFTERNOON SESSION,,,,11,13
ernst ludwig kirchner ,1880,1938,58,0,Strassenbahn in Dresden,1909,USD,5250.0,4200.0,6300.0,1,0,0,14,OEUVRES MODERNES SUR PAPIER / ART IMPRESSIONNISTE ET MODERNE,,,,04,21
george willem opdenhoff ,1807,1875,68,0,A busy day on the estuary,0,USD,3150.0,2100.0,3150.0,1,1,0,13,19TH CENTURY & MODERN ART,,,,06,17
pierre alechinsky ,1927,0,95,1,Soleil noir III,0,USD,7500.0,2500.0,3750.0,1,1,0,26,BUONO DI STAMPA: PRINTS FROM THE ARCHIVE OF STAMPERIA 2RC,,,,02,14
albert lebourg ,1849,1928,79,0,Le Quai de Paris et le Pont Corneille à Rouen,0,USD,45675.0,15750.0,21000.0,1,1,0,31,ART IMPRESSIONNISTE & MODERNE,,,,03,16
"john byam liston shaw, a.r.w.s. ",1872,1919,47,0,'As it happeneth to the fool',0,USD,9375.0,10000.0,15000.0,1,-1,(40 x 30 cm.),17,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",,,,06,14
conrad felixmüller ,1897,1977,80,0,Bildnis Arnold Schönberg,1973,USD,3125.0,3750.0,6250.0,1,-1,0,28,Prints & Multiples,,,,09,21
hanne darboven ,1941,2009,68,0,Atta Troll - Heinrich Heine,1975,USD,52500.0,31500.0,52500.0,1,1,0,02,POST-WAR AND CONTEMPORARY ART,,,,11,16
pablo picasso ,1881,1973,92,0,"Les deux Saltimbanques, from La suite des Saltimbanques",0,USD,5625.0,4000.0,6000.0,1,0,(121 x 92 mm.),18,Nourishment for the Soul: The Herrmann Collection of Prints by Pablo Picasso,,,,09,20
joan miró ,1893,1983,90,0,"Plate Nine, from: 13 Lithographies (Mourlot 72; see Cramer Books 18)",0,USD,2187.5,1250.0,1875.0,1,1,0,16,PRINTS AND MULTIPLES,,,,04,14
graham sutherland ,1903,1980,77,0,"Study No. 12, 'Origins of the Land'",0,USD,9375.0,3750.0,6250.0,1,1,(12.8 x 12.1 cm.),17,MODERN BRITISH & IRISH ART,,,,03,16
cy twombly ,1928,2011,83,0,Untitled,1960,USD,108125.0,87500.0,125000.0,1,0,(70.7 x 99cm.),30,POST-WAR AND CONTEMPORARY ART DAY AUCTION,,,,06,16
george grongnet de vassé ,1774,1862,88,0,Trois projets pour le tombeau de Louis-Charles d’Orléans,0,USD,14437.5,5250.0,7350.0,1,1,(17 ½ x 12/5 in.),24,DESSINS ANCIENS ET DU XIXE SIÈCLE,,,,03,21
mario schifano ,1934,1998,64,0,Untitled,0,USD,50000.0,12500.0,18750.0,1,1,(50 x 70cm.),11,First Open | Online,,,,04,19
geoffrey dashwood ,1947,0,75,1,Rabbit,0,USD,3437.5,1875.0,2500.0,1,1,(32.3 x 19 x 12.7 cm.),09,SPORTING & WILDLIFE ART,,,,07,14
cy twombly ,1928,2011,83,0,"Plate IX, from: Natural History Part I (Bastian 50)",0,USD,11718.75,3750.0,6250.0,1,1,0,27,FIRST OPEN | EDITIONS,,,,10,16
yigal ozeri ,1958,0,64,1,Untitled; Priscilla with vines,2007,USD,11812.5,6300.0,8400.0,1,1,0,18,PROPERTY OF THE SCHERINGA MUSEUM OF REALIST ART,,,,09,12
ernst ludwig kirchner ,1880,1938,58,0,Nackte Tänzerinnen,0,USD,156250.0,150000.0,225000.0,1,0,0,20,PRINTS AND MULTIPLES,,,,09,18
günther förg ,1952,2013,61,0,Untitled,1999,USD,460937.5,125000.0,187500.0,1,1,(180 x 120.5cm.),05,POST WAR AND CONTEMPORARY ART DAY AUCTION,,,,10,18
john marin ,1870,1953,83,0,Paris Scene,8,USD,8125.0,8000.0,12000.0,1,0,(24.1 x 33 cm.),20,American Art Online,,,,11,19
john frederick lewis ,1804,1876,72,0,"Sir Edwin Landseerwith a ghillie fishing for salmon, possibly on the river Dart, near Holne, Devon",0,USD,45312.5,37500.0,62500.0,1,0,(48.5 x 62.85 cm.),14,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART",,,,12,16
joan miró ,1893,1983,90,0,"Oiseaux, étoile, constellations",0,USD,121562.5,125000.0,187500.0,1,-1,(44.5 x 57 cm.),21,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,06,12
sonia delaunay ,1884,1979,95,0,Patchwork,0,USD,1093.75,750.0,1000.0,1,1,0,16,PRINTS AND MULTIPLES,,,,04,14
giorgio morandi ,1890,1964,74,0,Natura morta in un tondo,1942,USD,18750.0,8000.0,12000.0,1,1,(27 x 30.4 cm.),20,Fields of Vision: The Private Collection of Artists Wolf Kahn and Emily Mason Online Sale,,,,05,21
kenneth noland ,1924,2010,86,0,Mysteries: Infanta,2000,USD,411000.0,250000.0,350000.0,1,1,(152.4 x 152.4 cm.),28,POST-WAR TO PRESENT,,,,02,19
eugène boudin ,1824,1898,74,0,Scène de plage,1867,USD,36250.0,7000.0,10000.0,1,1,(12.4 x 19.7 cm.),16,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,,,,05,18
george grosz ,1893,1959,66,0,Seid fruchtbar und mehret Euch - Die Religion muss dem Volke erhalten bleiben,1922,USD,26562.5,15000.0,18750.0,1,1,(65 x 52.5 cm.),05,IMPRESSIONIST/MODERN WORKS ON PAPER,,,,02,14
josef albers ,1888,1976,88,0,White Line Squares (Series II): one plate,0,USD,4375.0,2000.0,3000.0,1,1,(400 x 400 mm.),27,FIRST OPEN | HOME,,,,09,16
herb ritts ,1952,2002,50,0,"Jack Nicholson II, London, 1988",0,USD,9187.5,5250.0,7350.0,1,1,(12 7/8 x 10 ¼ in.),10,PHOTOGRAPHIES,,,,11,17
ernst wilhelm nay ,1902,1968,66,0,Menschen in den Lofoten (Menschen an Felsenbucht),1938,USD,183750.0,105000.0,157500.0,1,1,0,18,Post-War & Contemporary Art: Amsterdam,,,,06,20
bernard buffet ,1928,1999,71,0,"La Tour Eiffel, vue du Trocadéro",1972,USD,331500.0,200000.0,300000.0,1,1,(130 x 81.2 cm.),17,IMPRESSIONIST & MODERN ART DAY SALE,,,,11,16
john roddam spencer stanhope ,1829,1908,79,0,Flora,0,USD,39062.5,31250.0,43750.0,1,0,(57 x 24.5 cm.),12,VICTORIAN & BRITISH IMPRESSIONIST ART,,,,12,13
larry rivers ,1923,2002,79,0,Stravinsky II,0,USD,1000.0,700.0,1000.0,1,1,(708 x 1016 mm.),01,CONTEMPORARY EDITION,,,,03,17
bernard buffet ,1928,1999,71,0,Nature morte au panier de raisins,1978,USD,40000.0,30000.0,40000.0,1,1,(49.5 x 64.6 cm.),16,IMPRESSIONIST AND MODERN ART WORKS ON PAPER,,,,05,17
keith vaughan ,1912,1977,65,0,Figures in a Landscape,1950,USD,14062.5,6250.0,10000.0,1,1,(26 x 20.3 cm.),09,MODERN | BRITISH & IRISH ART,,,,04,19
kees van dongen ,1877,1968,91,0,Roses in December for you,0,USD,303125.0,225000.0,312500.0,1,0,(101 x 82 cm.),24,IMPRESSIONIST & MODERN ART DAY SALE,,,,06,15
pablo picasso ,1881,1973,92,0,Visage d'homme (A.R. 570),0,USD,10156.25,4375.0,6875.0,1,1,(31.5 x 31.5 cm.),22,Picasso Ceramics - Online,,,,06,18
george shalders ,1826,1873,47,0,A cooling stream in Connemara,0,USD,2812.5,2500.0,3750.0,1,0,(60.9 x 106.7 cm.),13,VICTORIAN & BRITISH IMPRESSIONIST ART,,,,03,13
christopher williams ,1943,0,79,1,"Linhof Technika V fabricated in Munich, Germany. Salon Studio Stand fabricated in Florence, Italy. Dual cable release. Prontor shutter. Symar-s lens 150mmm/f 5.6 Schneider kreuznach. Sinar fresnel lens placed with black tape on the ground glass.(Yellow)Dirk Sharper Studio, Berlin, June 19, 2007",2008,USD,20000.0,15000.0,25000.0,1,0,(50.8 x 40.6 cm.),18,First Open | Online,,,,12,19
eugène berman ,1899,1972,73,0,Etude pour 'Le Droit de Vareck et le Muet' (recto/verso),0,USD,1968.75,840.0,1050.0,1,1,0,01,UN UNIVERS SURRÉALISTE: SUCCESSION MYRTILLE ET GEORGES HUGNET,,,,12,15
guo jin ,1964,0,58,1,Children Play No.5,2002,USD,12285.0,13000.0,26000.0,1,-1,(middle right),22,No Regrets: 20/21 Art Online: All Originals,,,,04,22
herb ritts ,1952,2002,50,0,"Madonna, True Blue, Hollywood, 1986",0,USD,13125.0,6300.0,8400.0,1,1,(22 ¾ x 18 ½ in.),10,PHOTOGRAPHIES,,,,11,17
keith haring ,1958,1990,32,0,Untitled,1983,USD,2045000.0,2000000.0,3000000.0,1,0,(301 x 307 cm.),13,POST-WAR & CONTEMPORARY ART AFTERNOON SESSION,,,,11,14
kees van dongen ,1877,1968,91,0,Bouquet de fleurs sur fond bleu,0,USD,171750.0,120000.0,180000.0,1,0,(54.9 x 46 cm.),09,IMPRESSIONIST & MODERN DAY SALE,,,,05,13
joan miro ,1893,1983,90,0,"André du Bouchet, La lumière de la lame; Yves Bonnefoy, Anti-platon; and Jacques Dupin, Saccades",0,USD,6875.0,7000.0,10000.0,1,-1,(340 x 270 mm.),15,FIRST IMPRESSION,,,,07,15
alfred sisley ,1839,1899,60,0,"Moret au coucher du soleil, octobre",0,USD,3760937.5,3125000.0,4375000.0,1,0,(73.4 x 92.6 cm.),27,IMPRESSIONIST AND MODERN ART EVENING SALE,,,,02,18
keith vaughan ,1912,1977,65,0,Fires of Summer; Two River Studies,0,USD,4062.5,1875.0,2500.0,1,1,(10.8 x 15.9 cm.),14,MODERN BRITISH AND IRISH ART,,,,12,12
alfred kubin ,1877,1959,82,0,Aufmarschierende Sensenmänner,0,USD,7812.5,6250.0,10000.0,1,0,(10 x 9.8 cm.),28,IMPRESSIONIST AND MODERN WORKS ON PAPER,,,,02,18
claude monet ,1840,1926,86,0,Jeune fille dans le jardin de Giverny,1888,USD,16062500.0,15000000.0,25000000.0,1,0,(73.4 x 92.5 cm.),11,IMPRESSIONIST AND MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF HERBERT AND ADELE KLAPPER,,,,11,18
