,Artist,Title,Location,Currency,Date,Signed,Sold,Selling Price,low_estimate,high_estimate,Category,Auction Name,Image
59,Pier Francesco Mola,"Portrait of a boy, head and shoulders, in a red doublet and white cap",New York,USD,2022,False,False,0.0,30000.0,50000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/ab48687/2147483647/strip/true/crop/1657x2000+0+0/resize/2048x2472!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff1%2F41%2F2cca6fc045e09314aa494f972836%2F014n10902-8ft7c-03.jpg
60,Bernardo Strozzi,Saint Christopher carrying the Christ Child,New York,USD,2022,False,False,0.0,100000.0,150000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/1b9e72f/2147483647/strip/true/crop/1548x2000+0+0/resize/2048x2646!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F77%2Ff4%2Fab412b1a4e29b49c74fdecca9021%2F043n10902-8fsxg-t1-04.jpg
61,Francesco Solimena,Zeuxis Painting Venus with the Maidens of Croton,New York,USD,2022,False,False,0.0,80000.0,120000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/81e1e0b/2147483647/strip/true/crop/2000x1552+0+0/resize/2048x1589!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Faa%2F8a%2F2d1f90aa4c3f89ab92c65591e929%2F067n10902-8fswh-03.jpg
62,Mattia Preti,Saint John the Baptist Admonishing Herod,New York,USD,2022,False,False,0.0,800000.0,1200000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/c6badfd/2147483647/strip/true/crop/2000x1394+0+0/resize/2048x1427!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F96%2Fb4%2Fb80432454c449a4ae5fcebc2ae76%2F002n10902-8fsyh-03.jpg
63,Francesco del Cairo,A sybil in a white turban,New York,USD,2022,False,True,75600.0,80000.0,120000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/e3e7cc1/2147483647/strip/true/crop/1643x2000+0+0/resize/2048x2493!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fdd%2Fed%2Fe9e213c24f46960ccf5e88cd561e%2F006n10902-8ft8s-03.jpg
64,Bernardo Cavallino,The vision of Saint Anthony of Padua,New York,USD,2022,False,False,0.0,120000.0,180000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/5daaa68/2147483647/strip/true/crop/1595x2000+0+0/resize/2048x2568!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5b%2F0e%2Faf79b9a242128a4c02ea7b59778c%2F045n10902-8ftbv-t1-04.jpg
65,Sebastiano Ricci,A bacchanal,New York,USD,2022,False,True,63000.0,80000.0,120000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/ef23c05/2147483647/strip/true/crop/2000x1523+0+0/resize/2048x1560!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F6c%2Fbd%2Fd3d477964a6d99584fe13764b99a%2F013n10902-8fsyw-03.jpg
66,"Jacopo da Ponte, called Jacopo Bassano | Leandro da Ponte, called Leandro Bassano","Three male martyr saints, including Saint Stephen",New York,USD,2022,False,True,60480.0,60000.0,80000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/b007bf5/2147483647/strip/true/crop/1644x2000+0+0/resize/2048x2491!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F85%2F57%2Fef6f000d4b1081738077842ba3be%2F009n10902-8ftd5-03.jpg
67,"Baldassare Francheschini, called Volterrano",Sleeping Cupid,New York,USD,2022,False,True,151200.0,150000.0,200000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/694ff5d/2147483647/strip/true/crop/1529x2000+0+0/resize/2048x2679!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Feb%2F75%2F4c21b55040b2aecc378c3a990895%2F007n10902-8ftcq-03.jpg
68,Nelson Shanks,Ronald Reagan (A Sketch),New York,USD,2022,False,True,25200.0,15000.0,20000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/ac0c642/2147483647/strip/true/crop/1836x2000+0+0/resize/2048x2231!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F27%2F7c%2F5e0d33884a93a2c47a5bc78215e5%2F011n10902-c2h5p-01.jpg
69,"Genoese School, 17th Century",The Denial of Saint Peter,New York,USD,2022,False,True,32760.0,30000.0,40000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/f692752/2147483647/strip/true/crop/2000x1497+0+0/resize/2048x1533!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fae%2F60%2Fbcc104754deb864123eb961b6cf3%2F066n10902-8ftcp-03.jpg
70,Sir Anthony van Dyck,Head study of Saint Anthony of Padua,New York,USD,2022,False,True,163800.0,100000.0,150000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/ee1e8d2/2147483647/strip/true/crop/1581x2000+0+0/resize/2048x2591!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3f%2F6b%2F66b924bc410c8da5b93090f55f93%2F020n10902-92b7s-03.jpg
71,Nelson Shanks,"Diana, Princess of Wales",New York,USD,2022,True,True,201600.0,15000.0,20000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/d07cb91/2147483647/strip/true/crop/1591x2000+0+0/resize/2048x2574!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Ff6%2Fca%2Fbf9179dc496c81d8d73785ab3bad%2F005n10902-c2hbr-03.jpg
72,"Giovanni di Niccolò de Lutero, called Dosso Dossi",Venus and Cupid in a landscape,New York,USD,2022,False,True,1472000.0,1500000.0,2000000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/6a33af5/2147483647/strip/true/crop/2000x1561+0+0/resize/2048x1598!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fdc%2Fe4%2F21e140534918963314efef44c159%2F001n10902-8ft8y-03.jpg
73,Attributed to Annibale Carracci,"Portrait of a man, bust-length, in a ruff",New York,USD,2022,False,True,50400.0,60000.0,80000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/1474b51/2147483647/strip/true/crop/1685x2000+0+0/resize/2048x2431!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9f%2Fb7%2F09d41cae4f0ca1653988eca994e4%2F018n10902-8ftbr-03.jpg
74,"Ippolito Scarsella, called Scarsellino",Judith with the Head of Holofernes,New York,USD,2022,False,True,75600.0,30000.0,50000.0,Old Masters,Master to Master: The Nelson Shanks Collection,https://sothebys-md.brightspotcdn.com/dims4/default/a943813/2147483647/strip/true/crop/1689x2000+0+0/resize/2048x2425!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F7e%2Fa8%2F317d68d146dc8a42554ebc516bce%2F044n10902-8fsz5-t2-05.jpg
75,Carlo Saraceni,The penitent Saint Peter,New York,USD,2022,False,False,0.0,60000.0,80000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/9c71d1d/2147483647/strip/true/crop/1572x2000+0+0/resize/2048x2606!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb2%2F61%2Fda36acb54a57862c70fb872049cf%2F007n10901-c38wh-t2-04-a.jpg
76,Fra Diamante,"The Madonna and Child with Three Angels: The ""Benson Madonna""",New York,USD,2022,False,True,378000.0,300000.0,500000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/21b4f2a/2147483647/strip/true/crop/1382x2000+0+0/resize/2048x2964!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F95%2F05%2Ff6d2ceaa4e988ce422c2c70d13c2%2F064n10901-6cpkp-03-a.jpg
77,Giovanni Bellini,"The Madonna and Child at a Ledge with an Apple: ""The Philips Madonna""",New York,USD,2022,False,False,0.0,3000000.0,5000000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/49c5fad/2147483647/strip/true/crop/1419x2000+0+0/resize/2048x2887!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8a%2F08%2Fb3e437584f59bd1f7eb40375dc71%2F015n10901-bxq23-03.jpg
78,"Lorenzo Monaco and Workshop Assistant, possibly the young Fra Angelico",The Madonna of Humility with adoring angels,New York,USD,2022,True,False,0.0,400000.0,600000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/f92eb24/2147483647/strip/true/crop/1278x2000+0+0/resize/2048x3205!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F21%2F99%2Faf26d370420b907ee989d826af29%2F100n10901-8ntlg-03.jpg
79,Pieter van Mol,Diogenes with his lantern looking for an honest man,New York,USD,2022,False,True,5779200.0,2000000.0,3000000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/0025a61/2147483647/strip/true/crop/2000x1557+0+0/resize/2048x1594!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8b%2Fd6%2F753627aa4ec2ab4cc7cfa800b92c%2F016n10901-bzjxn.jpg
80,Alessandro Allori,"Portrait of Joanna of Austria (1547-1578), bust length, facing right",New York,USD,2022,False,True,50400.0,40000.0,60000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/200504f/2147483647/strip/true/crop/1552x2000+0+0/resize/2048x2639!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F51%2F84%2Ff823aab044b48296b4529e80e696%2F045n10901-c38y3-01.jpg
81,"Antonio Allegri, called Correggio",Saint Mary Magdalen reading,New York,USD,2022,False,False,0.0,4500000.0,5500000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/c1a653b/2147483647/strip/true/crop/2000x1662+0+0/resize/2048x1702!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F70%2Ff0%2F548e65a344fa953c46c227fc1db2%2F122n10901-9whcj-03.jpg
82,Jacobus Vrel,Old woman seated with a young girl before a window,New York,USD,2022,True,False,0.0,300000.0,500000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/32d79cf/2147483647/strip/true/crop/1559x2000+0+0/resize/2048x2627!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F44%2Fce%2Fad678a7740f2ac87331ad364855d%2F014n10901-bh3gj-01.jpg
83,Hendrick Avercamp,Figures skating on a frozen lake with an elegant couple in the foreground,New York,USD,2022,True,True,625000.0,600000.0,800000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/af8fb3f/2147483647/strip/true/crop/2000x1472+0+0/resize/2048x1507!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9b%2F95%2Ff974d45b4454b11851164a4242a8%2F054n10901-bw5nc-t1-02.jpg
84,Adriaen Coorte,Still life of fraises-de-bois in a Wan-Li bowl upon a stone ledge,New York,USD,2022,True,True,2440000.0,1500000.0,2000000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/bde9aea/2147483647/strip/true/crop/1547x2000+0+0/resize/2048x2648!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F69%2F89%2Fda986fef4a60b39933bd90f90152%2F047n10901-c36ry-03.jpg
85,Johann Liss,A lute player,New York,USD,2022,False,True,75600.0,80000.0,120000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/aefc216/2147483647/strip/true/crop/1631x2000+0+0/resize/2048x2511!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F80%2F31%2F1340ab374bb6a18eb31f4e069320%2F038n10901-c3jg3-t1-04.jpg
86,Luca Signorelli,Saint Nicholas of Bari saving three knights from execution,New York,USD,2022,False,True,176400.0,120000.0,180000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/d867f81/2147483647/strip/true/crop/1628x2000+0+0/resize/2048x2516!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F64%2F64%2F856df910444fb1fc7ef77f522a26%2F022n10901-c38xb-t1-04.jpg
87,Frans Pourbus the Elder,"Portrait of a bearded gentleman, bust-length, wearing a gold chain",New York,USD,2022,False,True,63000.0,60000.0,80000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/5e25f91/2147483647/strip/true/crop/1625x2000+0+0/resize/2048x2521!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Faa%2Fbb%2F884c10b247d092b9001e03236e4c%2F027n10901-c38xm-t2-04.jpg
88,Rachel Ruysch,"Still life of carnations, hibiscus, morning glories, and other other flowers on a ledge, with a butterfly",New York,USD,2022,False,True,365400.0,80000.0,120000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/86e46d9/2147483647/strip/true/crop/1599x2000+0+0/resize/2048x2562!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F73%2F19%2F2449760c4e868e577c8779cdc0c3%2F004n10901-btkv4-t1-05.jpg
89,Jan van Huysum,The Holy Family at rest in Egypt,New York,USD,2022,True,True,163800.0,150000.0,200000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/96ae36e/2147483647/strip/true/crop/2000x1457+0+0/resize/2048x1492!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F9b%2Fe9%2Fe9ff4caa41ffa222d6f502eab6f6%2F129n10901-c52x7-t1-04.jpg
90,Jean-Baptiste-Paulin Guérin,"Portrait of a woman, three-quarter length, in an elegant black velvet dress with lace trim, seated in an Empire chair on a red embroidered shawl on a terrace",New York,USD,2022,True,True,45360.0,30000.0,40000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/1a0cb4a/2147483647/strip/true/crop/1538x2000+0+0/resize/2048x2663!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fb3%2F1b%2Ff6810b9c4033af8f2df7f79fbf0b%2F042n10901-c38ym-t2-04.jpg
91,Francisco José de Goya y Lucientes and Studio,"Portrait of the Marquis de Caballero, seated three-quarter length, wearing uniform, the Cross of Carlos III and the Badge of the Order of Santiago",New York,USD,2022,True,True,2198000.0,400000.0,600000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/8afbf27/2147483647/strip/true/crop/1598x2000+0+0/resize/2048x2563!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3d%2Fe0%2F9b859f4b4a1986c3c923dc1e95f1%2F084n10901-49skz-t1-04-a.jpg
92,Artemisia Gentileschi,Susanna and the Elders,New York,USD,2022,False,True,2137500.0,1800000.0,2500000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/3171f01/2147483647/strip/true/crop/1576x2000+0+0/resize/2048x2599!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Feb%2Ff8%2Fdba923724f8790346933de124d00%2F135n10901-c534t-01.jpg
93,Anne Vallayer-Coster,"Still life of flowers in a vase on a table beside a bust of Flora, with fruit and other objects with a curtain beyond",New York,USD,2022,True,True,1835000.0,1500000.0,2500000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/d8cd9d0/2147483647/strip/true/crop/1689x2000+0+0/resize/2048x2425!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F51%2F1d%2F14144ea04305b6373c8899770a53%2F017n10901-c2shj-03.jpg
94,Filippino Lippi,Penitent Mary Magdalene adoring the True Cross in a rocky landscape,New York,USD,2022,False,True,564500.0,500000.0,700000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/3076552/2147483647/strip/true/crop/1052x2000+0+0/resize/2048x3894!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F31%2Fc0%2Fb913586649e3a0d333bbd4f2a6ce%2F102n10901-c4n68-01.jpg
95,François Boucher and Studio,Danäe,New York,USD,2022,True,True,151200.0,180000.0,220000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/0085fff/2147483647/strip/true/crop/2000x1310+0+0/resize/2048x1341!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F2f%2Feb%2F16de2ec24feba3516714987e9ba1%2F117n10901-4dhc8-t1-04.jpg
96,Gerrit Dou,Young man drawing by candlelight,New York,USD,2022,False,True,746000.0,150000.0,250000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/5cf58a7/2147483647/strip/true/crop/1607x2000+0+0/resize/2048x2549!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2Fd0%2F76%2F5fcb7b41436ca099931d1dde942b%2F009n10901-c38wn-t1-05-cropped.jpg
97,"Giovanni di Niccolò de Lutero, called Dosso Dossi",Portait of a man in a black beretta,New York,USD,2022,False,False,0.0,100000.0,150000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/c940968/2147483647/strip/true/crop/1558x2000+0+0/resize/2048x2629!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F04%2F8b%2F875469e942b4a4b504b3fea19af3%2F086n10901-bsnbp-t1-02.jpg
98,"Alessandro di Mariano Filipepi, called Sandro Botticelli",The Man of Sorrows,New York,USD,2022,False,True,45419700.0,0.0,0.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/1ec9e5a/2147483647/strip/true/crop/1485x2000+0+0/resize/2048x2758!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F10%2F7e%2F5218fd36446f9e497d933164042c%2F018n10901-b89ly-02.jpg
99,"Giovanni Antonio Bazzi, called Sodoma",Madonna and Child with Saints Jerome and Catherine of Siena,New York,USD,2022,False,True,588700.0,300000.0,500000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/04eac04/2147483647/strip/true/crop/1494x2000+0+0/resize/2048x2742!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F3a%2Fd0%2F7343d37f4933b0cda8844f8a72e5%2F066n10901-c427n-t1-04.jpg
100,Nicolaes Eliasz. Pickenoy,Portrait of a man in black holding a pair of kid leather gloves; Portrait of a lady in black holding a pair of kid leather and coral silk gloves,New York,USD,2022,True,True,1084800.0,450000.0,550000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/3554c7f/2147483647/strip/true/crop/2000x1357+0+0/resize/2048x1390!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F69%2F54%2F629d868e4b04940b49e6bacef599%2F095n10901-c3rzp-group.jpg
101,Artemisia Gentileschi,"Portrait of a seated lady, three-quarter length, in an elaborate and gold-embroidered costume, possibly Caterina Savelli, Principessa di Albano",New York,USD,2022,False,True,2682000.0,2000000.0,3000000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/e4055f9/2147483647/strip/true/crop/1506x2000+0+0/resize/2048x2720!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F8c%2Fb3%2F94541b1a40ca9115965605b24035%2F021n10901-c3nwb-t1-04.jpg
102,Bartolomé Esteban Murillo,The Virgin and Child,New York,USD,2022,False,True,867000.0,600000.0,800000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/0e66c4e/2147483647/strip/true/crop/1484x2000+0+0/resize/2048x2760!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5a%2Fa2%2Fd3cded164f77930f1b8738634e93%2F011n10901-bh55h-03.jpg
103,Sophie Frémiet Rude,"The death of Cenchirias, son of Neptune and the nymph Peirene",New York,USD,2022,False,True,685500.0,500000.0,700000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/5614934/2147483647/strip/true/crop/2000x1582+0+0/resize/2048x1620!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F50%2Fd4%2F35b7de6f497a9e758166d7715285%2F065n10901-bxd7x-01.jpg
104,Bartolomeo Vivarini,Madonna and Child,New York,USD,2022,True,False,0.0,80000.0,120000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/0bdba49/2147483647/strip/true/crop/1469x2000+0+0/resize/2048x2788!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F38%2F23%2F41239aae41c1bb740dbf5291feb2%2F125n10901-bz7gj-01.jpg
105,Valerio Castello,The Flight into Egypt,New York,USD,2022,False,True,176400.0,150000.0,200000.0,Old Masters,Master Paintings & Sculpture Part I,https://sothebys-md.brightspotcdn.com/dims4/default/9e5ec30/2147483647/strip/true/crop/2000x1740+0+0/resize/2048x1782!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot.s3.amazonaws.com%2Fmedia-desk%2F5c%2F5b%2Ffebf9e224f15831effd79834bcb1%2F103n10901-c4yd5-04.jpg
